./face_db/training/real/10.jpg,./face_db/training/real/11.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/12.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/13.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/14.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/15.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/16.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/17.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/18.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/19.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/20.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/21.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/22.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/23.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/24.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/25.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/26.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/27.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/28.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/29.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/30.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/31.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/32.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/33.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/34.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/38.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/39.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/4.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/40.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/41.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/42.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/43.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/44.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/45.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/46.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/47.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/48.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/49.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/5.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/50.JPG,1,1
./face_db/training/real/10.jpg,./face_db/training/real/51.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/6.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/7.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/8.jpg,1,1
./face_db/training/real/10.jpg,./face_db/training/real/9.jpg,1,1
./face_db/training/real/11.jpg,./face_db/training/real/10.jpg,1,1
./face_db/training/real/11.jpg,./face_db/training/real/12.jpg,1,1
